Entity,Code,Year,Renewables per capita (kWh - equivalent)
Hungary,HUN,1985,43.473766
Hungary,HUN,1986,43.345345
Hungary,HUN,1987,47.73347
Hungary,HUN,1988,47.893253
Hungary,HUN,1989,44.935677
Hungary,HUN,1990,55.957233
Hungary,HUN,1991,62.678
Hungary,HUN,1992,59.21327
Hungary,HUN,1993,59.412083
Hungary,HUN,1994,59.92055
Hungary,HUN,1995,63.981945
Hungary,HUN,1996,74.862885
Hungary,HUN,1997,78.541626
Hungary,HUN,1998,63.333767
Hungary,HUN,1999,72.599144
Hungary,HUN,2000,71.93037
Hungary,HUN,2001,75.93148
Hungary,HUN,2002,69.29592
Hungary,HUN,2003,100.955826
Hungary,HUN,2004,289.5007
Hungary,HUN,2005,585.6653
Hungary,HUN,2006,465.99524
Hungary,HUN,2007,587.0086
Hungary,HUN,2008,734.6631
Hungary,HUN,2009,900.99963
Hungary,HUN,2010,933.20953
Hungary,HUN,2011,831.5281
Hungary,HUN,2012,806.64136
Hungary,HUN,2013,854.3375
Hungary,HUN,2014,969.0207
Hungary,HUN,2015,992.9093
Hungary,HUN,2016,997.3096
Hungary,HUN,2017,1063.4546
Hungary,HUN,2018,1147.7102
Hungary,HUN,2019,1391.7112
Hungary,HUN,2020,1614.121
Hungary,HUN,2021,1981.951
Iceland,ISL,1965,9850.891
Iceland,ISL,1966,9434.722
Iceland,ISL,1967,9887.232
Iceland,ISL,1968,10081.028
Iceland,ISL,1969,12533.663
Iceland,ISL,1970,20599.455
Iceland,ISL,1971,22245.781
Iceland,ISL,1972,24359.781
Iceland,ISL,1973,30690.053
Iceland,ISL,1974,31091.771
Iceland,ISL,1975,30144.879
Iceland,ISL,1976,31787.523
Iceland,ISL,1977,33783.47
Iceland,ISL,1978,34674.625
Iceland,ISL,1979,37480.63
Iceland,ISL,1980,40105.117
Iceland,ISL,1981,41015.996
Iceland,ISL,1982,44981.61
Iceland,ISL,1983,46793.746
Iceland,ISL,1984,48166.227
Iceland,ISL,1985,46844.152
Iceland,ISL,1986,49154.883
Iceland,ISL,1987,49739.754
Iceland,ISL,1988,52055.934
Iceland,ISL,1989,52119.582
Iceland,ISL,1990,51309.305
Iceland,ISL,1991,50544.133
Iceland,ISL,1992,51209.4
Iceland,ISL,1993,52710.91
Iceland,ISL,1994,52837.965
Iceland,ISL,1995,54720.582
Iceland,ISL,1996,55940.254
Iceland,ISL,1997,60578.637
Iceland,ISL,1998,67290.055
Iceland,ISL,1999,75956.65
Iceland,ISL,2000,80049.32
Iceland,ISL,2001,82031.25
Iceland,ISL,2002,84617.16
Iceland,ISL,2003,84362.55
Iceland,ISL,2004,84318.195
Iceland,ISL,2005,82979.54
Iceland,ISL,2006,91846.44
Iceland,ISL,2007,107263.086
Iceland,ISL,2008,144184.9
Iceland,ISL,2009,145837.69
Iceland,ISL,2010,147146.22
Iceland,ISL,2011,147029.69
Iceland,ISL,2012,148083.28
Iceland,ISL,2013,150565.95
Iceland,ISL,2014,148069.11
Iceland,ISL,2015,151235.1
Iceland,ISL,2016,146273
Iceland,ISL,2017,147357.02
Iceland,ISL,2018,146803.34
Iceland,ISL,2019,140592.78
Iceland,ISL,2020,135248.75
Iceland,ISL,2021,136961.11
India,IND,1965,113.32694
India,IND,1966,115.824585
India,IND,1967,126.87905
India,IND,1968,143.28993
India,IND,1969,155.62456
India,IND,1970,161.43483
India,IND,1971,173.18721
India,IND,1972,164.39464
India,IND,1973,171.17026
India,IND,1974,161.0255
India,IND,1975,188.12329
India,IND,1976,192.50035
India,IND,1977,205.44086
India,IND,1978,249.31245
India,IND,1979,235.12117
India,IND,1980,235.26532
India,IND,1981,245.07672
India,IND,1982,202.19511
India,IND,1983,190.47794
India,IND,1984,208.0737
India,IND,1985,196.36292
India,IND,1986,194.82312
India,IND,1987,177.49026
India,IND,1988,193.70284
India,IND,1989,219.9307
India,IND,1990,225.79643
India,IND,1991,246.60188
India,IND,1992,228.9748
India,IND,1993,226.955
India,IND,1994,252.80391
India,IND,1995,236.20547
India,IND,1996,212.78903
India,IND,1997,213.18845
India,IND,1998,249.29213
India,IND,1999,243.0435
India,IND,2000,224.36139
India,IND,2001,207.9308
India,IND,2002,201.74425
India,IND,2003,201.52924
India,IND,2004,285.4674
India,IND,2005,274.8803
India,IND,2006,318.78152
India,IND,2007,347.5281
India,IND,2008,335.0107
India,IND,2009,317.59634
India,IND,2010,332.70676
India,IND,2011,396.6954
India,IND,2012,372.0283
India,IND,2013,414.09476
India,IND,2014,438.2047
India,IND,2015,436.1298
India,IND,2016,438.86197
India,IND,2017,482.65692
India,IND,2018,535.24603
India,IND,2019,606.92267
India,IND,2020,623.07324
India,IND,2021,650.9833
Indonesia,IDN,1965,53.35356
Indonesia,IDN,1966,67.76269
Indonesia,IDN,1967,74.15791
Indonesia,IDN,1968,89.20525
Indonesia,IDN,1969,90.77246
Indonesia,IDN,1970,107.39982
Indonesia,IDN,1971,34.45164
Indonesia,IDN,1972,30.00725
Indonesia,IDN,1973,36.885674
Indonesia,IDN,1974,39.833977
Indonesia,IDN,1975,40.73416
Indonesia,IDN,1976,23.31493
Indonesia,IDN,1977,37.821854
Indonesia,IDN,1978,26.36735
Indonesia,IDN,1979,28.630209
Indonesia,IDN,1980,25.311266
Indonesia,IDN,1981,24.639542
Indonesia,IDN,1982,26.26611
Indonesia,IDN,1983,38.597668
Indonesia,IDN,1984,41.217243
Indonesia,IDN,1985,49.342888
Indonesia,IDN,1986,77.882416
Indonesia,IDN,1987,78.59604
Indonesia,IDN,1988,84.7185
Indonesia,IDN,1989,103.77135
Indonesia,IDN,1990,122.957115
Indonesia,IDN,1991,134.29495
Indonesia,IDN,1992,167.60371
Indonesia,IDN,1993,153.28276
Indonesia,IDN,1994,144.44958
Indonesia,IDN,1995,155.45409
Indonesia,IDN,1996,162.59505
Indonesia,IDN,1997,122.59944
Indonesia,IDN,1998,192.30252
Indonesia,IDN,1999,198.46576
Indonesia,IDN,2000,202.93962
Indonesia,IDN,2001,236.06888
Indonesia,IDN,2002,214.22798
Indonesia,IDN,2003,200.51125
Indonesia,IDN,2004,208.53665
Indonesia,IDN,2005,218.15526
Indonesia,IDN,2006,200.70396
Indonesia,IDN,2007,222.30678
Indonesia,IDN,2008,235.6487
Indonesia,IDN,2009,244.65828
Indonesia,IDN,2010,313.54282
Indonesia,IDN,2011,258.46426
Indonesia,IDN,2012,270.8585
Indonesia,IDN,2013,321.9621
Indonesia,IDN,2014,333.29718
Indonesia,IDN,2015,284.78534
Indonesia,IDN,2016,411.0724
Indonesia,IDN,2017,410.10904
Indonesia,IDN,2018,630.1834
Indonesia,IDN,2019,709.2622
Indonesia,IDN,2020,815.9289
Indonesia,IDN,2021,875.7137
Iran,IRN,1965,206.08473
Iran,IRN,1966,215.06897
Iran,IRN,1967,225.02487
Iran,IRN,1968,235.34503
Iran,IRN,1969,246.2945
Iran,IRN,1970,257.69037
Iran,IRN,1971,269.1863
Iran,IRN,1972,343.71994
Iran,IRN,1973,283.02673
Iran,IRN,1974,302.78024
Iran,IRN,1975,308.6364
Iran,IRN,1976,335.18826
Iran,IRN,1977,336.1031
Iran,IRN,1978,510.1094
Iran,IRN,1979,427.81784
Iran,IRN,1980,428.47214
Iran,IRN,1981,445.2223
Iran,IRN,1982,444.9306
Iran,IRN,1983,420.28845
Iran,IRN,1984,379.19778
Iran,IRN,1985,369.04367
Iran,IRN,1986,426.199
Iran,IRN,1987,457.2841
Iran,IRN,1988,467.90366
Iran,IRN,1989,371.07925
Iran,IRN,1990,391.18335
Iran,IRN,1991,285.90417
Iran,IRN,1992,458.39993
Iran,IRN,1993,521.22406
Iran,IRN,1994,339.93732
Iran,IRN,1995,404.82108
Iran,IRN,1996,423.1102
Iran,IRN,1997,281.16714
Iran,IRN,1998,348.90384
Iran,IRN,1999,237.47733
Iran,IRN,2000,172.22386
Iran,IRN,2001,183.10599
Iran,IRN,2002,348.65805
Iran,IRN,2003,410.36795
Iran,IRN,2004,499.84552
Iran,IRN,2005,592.3636
Iran,IRN,2006,743.9051
Iran,IRN,2007,707.6928
Iran,IRN,2008,292.5866
Iran,IRN,2009,261.2038
Iran,IRN,2010,384.20227
Iran,IRN,2011,394.67236
Iran,IRN,2012,454.31564
Iran,IRN,2013,516.40894
Iran,IRN,2014,500.0549
Iran,IRN,2015,441.6514
Iran,IRN,2016,501.59357
Iran,IRN,2017,556.3217
Iran,IRN,2018,334.95282
Iran,IRN,2019,1069.1494
Iran,IRN,2020,751.5716
Iran,IRN,2021,496.96893
Iraq,IRQ,1965,25.281275
Iraq,IRQ,1966,32.08258
Iraq,IRQ,1967,35.444904
Iraq,IRQ,1968,41.39033
Iraq,IRQ,1969,44.126945
Iraq,IRQ,1970,51.94559
Iraq,IRQ,1971,58.23746
Iraq,IRQ,1972,56.28437
Iraq,IRQ,1973,78.873795
Iraq,IRQ,1974,105.20151
Iraq,IRQ,1975,117.33648
Iraq,IRQ,1976,113.110985
Iraq,IRQ,1977,134.97015
Iraq,IRQ,1978,163.30693
Iraq,IRQ,1979,230.59174
Iraq,IRQ,1980,149.4373
Iraq,IRQ,1981,128.22415
Iraq,IRQ,1982,122.631454
Iraq,IRQ,1983,119.043526
Iraq,IRQ,1984,117.3024
Iraq,IRQ,1985,114.496605
Iraq,IRQ,1986,109.86924
Iraq,IRQ,1987,463.1982
Iraq,IRQ,1988,452.58212
Iraq,IRQ,1989,440.76984
Iraq,IRQ,1990,778.7111
Iraq,IRQ,1991,355.43817
Iraq,IRQ,1992,839.388
Iraq,IRQ,1993,944.25494
Iraq,IRQ,1994,912.4109
Iraq,IRQ,1995,1004.96643
Iraq,IRQ,1996,886.7652
Iraq,IRQ,1997,875.02313
Iraq,IRQ,1998,794.939
Iraq,IRQ,1999,441.803
Iraq,IRQ,2000,383.7873
Iraq,IRQ,2001,427.62973
Iraq,IRQ,2002,506.94446
Iraq,IRQ,2003,509.54187
Iraq,IRQ,2004,594.756
Iraq,IRQ,2005,488.28113
Iraq,IRQ,2006,491.2794
Iraq,IRQ,2007,450.50223
Iraq,IRQ,2008,281.98654
Iraq,IRQ,2009,260.95117
Iraq,IRQ,2010,320.93256
Iraq,IRQ,2011,289.6427
Iraq,IRQ,2012,356.00873
Iraq,IRQ,2013,357.5601
Iraq,IRQ,2014,213.24683
Iraq,IRQ,2015,185.68336
Iraq,IRQ,2016,237.17871
Iraq,IRQ,2017,150.01314
Iraq,IRQ,2018,143.02238
Iraq,IRQ,2019,338.65244
Iraq,IRQ,2020,213.50276
Iraq,IRQ,2021,203.54208
Ireland,IRL,1965,976.5701
Ireland,IRL,1966,875.63556
Ireland,IRL,1967,823.1377
Ireland,IRL,1968,782.7576
Ireland,IRL,1969,589.4328
Ireland,IRL,1970,807.7537
Ireland,IRL,1971,463.25537
Ireland,IRL,1972,673.19196
Ireland,IRL,1973,617.70984
Ireland,IRL,1974,751.90643
Ireland,IRL,1975,490.05035
Ireland,IRL,1976,547.1035
Ireland,IRL,1977,676.24426
Ireland,IRL,1978,624.2143
Ireland,IRL,1979,728.4445
Ireland,IRL,1980,730.1024
Ireland,IRL,1981,743.0562
Ireland,IRL,1982,687.5526
Ireland,IRL,1983,663.455
Ireland,IRL,1984,581.2185
Ireland,IRL,1985,706.28033
Ireland,IRL,1986,772.76636
Ireland,IRL,1987,577.4528
Ireland,IRL,1988,737.33856
Ireland,IRL,1989,592.3629
Ireland,IRL,1990,591.335
Ireland,IRL,1991,629.39685
Ireland,IRL,1992,688.8841
Ireland,IRL,1993,650.4948
Ireland,IRL,1994,780.0826
Ireland,IRL,1995,602.2243
Ireland,IRL,1996,627.316
Ireland,IRL,1997,662.4247
Ireland,IRL,1998,945.9422
Ireland,IRL,1999,899.27026
Ireland,IRL,2000,935.6872
Ireland,IRL,2001,794.46423
Ireland,IRL,2002,1040.8417
Ireland,IRL,2003,840.10944
Ireland,IRL,2004,1004.7903
Ireland,IRL,2005,1312.2054
Ireland,IRL,2006,1673.535
Ireland,IRL,2007,1827.1642
Ireland,IRL,2008,2282.2468
Ireland,IRL,2009,2572.6497
Ireland,IRL,2010,2317.1147
Ireland,IRL,2011,3324.8599
Ireland,IRL,2012,3199.1396
Ireland,IRL,2013,3388.8447
Ireland,IRL,2014,3799.4377
Ireland,IRL,2015,4586.722
Ireland,IRL,2016,4341.592
Ireland,IRL,2017,5032.3574
Ireland,IRL,2018,5680.07
Ireland,IRL,2019,6449.009
Ireland,IRL,2020,7266.9644
Ireland,IRL,2021,6142.655
Israel,ISR,1965,0
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,1.5501829
Israel,ISR,1982,1.519884
Israel,ISR,1983,0.73997766
Israel,ISR,1984,1.4512302
Israel,ISR,1985,1.4145606
Israel,ISR,1986,4.1323147
Israel,ISR,1987,6.702122
Israel,ISR,1988,6.519819
Israel,ISR,1989,1.898763
Israel,ISR,1990,1.8448137
Israel,ISR,1991,3.5910664
Israel,ISR,1992,16.882502
Israel,ISR,1993,14.748051
Israel,ISR,1994,12.721117
Israel,ISR,1995,13.49302
Israel,ISR,1996,12.644612
Israel,ISR,1997,12.871516
Israel,ISR,1998,12.594713
Israel,ISR,1999,16.279457
Israel,ISR,2000,14.98567
Israel,ISR,2001,9.418997
Israel,ISR,2002,14.693602
Israel,ISR,2003,19.256775
Israel,ISR,2004,17.038298
Israel,ISR,2005,16.632568
Israel,ISR,2006,10.411947
Israel,ISR,2007,9.761609
Israel,ISR,2008,13.085243
Israel,ISR,2009,40.73242
Israel,ISR,2010,67.85245
Israel,ISR,2011,115.55335
Israel,ISR,2012,179.30612
Israel,ISR,2013,203.93622
Israel,ISR,2014,335.50284
Israel,ISR,2015,447.47986
Israel,ISR,2016,606.028
Israel,ISR,2017,595.37177
Israel,ISR,2018,642.99536
Israel,ISR,2019,1024.3508
Israel,ISR,2020,1322.6595
Israel,ISR,2021,1684.2112
Italy,ITA,1965,2598.4353
Italy,ITA,1966,2679.9512
Italy,ITA,1967,2588.5369
Italy,ITA,1968,2597.4805
Italy,ITA,1969,2507.766
Italy,ITA,1970,2473.793
Italy,ITA,1971,2387.3337
Italy,ITA,1972,2472.4778
Italy,ITA,1973,2249.916
Italy,ITA,1974,2272.5486
Italy,ITA,1975,2416.6353
Italy,ITA,1976,2294.987
Italy,ITA,1977,2915.333
Italy,ITA,1978,2609.2537
Italy,ITA,1979,2625.048
Italy,ITA,1980,2582.6516
Italy,ITA,1981,2430.088
Italy,ITA,1982,2348.0908
Italy,ITA,1983,2339.282
Italy,ITA,1984,2392.348
Italy,ITA,1985,2309.661
Italy,ITA,1986,2325.5576
Italy,ITA,1987,2251.6838
Italy,ITA,1988,2316.4316
Italy,ITA,1989,1936.1938
Italy,ITA,1990,1811.8582
Italy,ITA,1991,2364.7307
Italy,ITA,1992,2374.3496
Italy,ITA,1993,2344.1868
Italy,ITA,1994,2501.0742
Italy,ITA,1995,2148.7258
Italy,ITA,1996,2395.758
Italy,ITA,1997,2394.2917
Italy,ITA,1998,2408.1235
Italy,ITA,1999,2660.0542
Italy,ITA,2000,2636.9468
Italy,ITA,2001,2800.0916
Italy,ITA,2002,2472.832
Italy,ITA,2003,2373.1152
Italy,ITA,2004,2742.256
Italy,ITA,2005,2432.205
Italy,ITA,2006,2522.532
Italy,ITA,2007,2350.826
Italy,ITA,2008,2922.4084
Italy,ITA,2009,3504.112
Italy,ITA,2010,3891.7666
Italy,ITA,2011,4141.5615
Italy,ITA,2012,4574.91
Italy,ITA,2013,5426.9326
Italy,ITA,2014,5766.9375
Italy,ITA,2015,5211.689
Italy,ITA,2016,5140.9165
Italy,ITA,2017,4947.574
Italy,ITA,2018,5487.9443
Italy,ITA,2019,5470.2314
Italy,ITA,2020,5453.992
Italy,ITA,2021,5471.873
Japan,JPN,1965,2261.3953
Japan,JPN,1966,2335.4666
Japan,JPN,1967,1996.5122
Japan,JPN,1968,2112.3555
Japan,JPN,1969,2140.295
Japan,JPN,1970,2121.5364
Japan,JPN,1971,2337.7522
Japan,JPN,1972,2331.7708
Japan,JPN,1973,1806.9247
Japan,JPN,1974,2208.429
Japan,JPN,1975,2203.55
Japan,JPN,1976,2184.5364
Japan,JPN,1977,1893.319
Japan,JPN,1978,1808.8037
Japan,JPN,1979,2071.4736
Japan,JPN,1980,2245.928
Japan,JPN,1981,2215.127
Japan,JPN,1982,2286.9673
Japan,JPN,1983,2369.853
Japan,JPN,1984,2074.921
Japan,JPN,1985,2353.6113
Japan,JPN,1986,2321.4482
Japan,JPN,1987,2190.8328
Japan,JPN,1988,2585.8665
Japan,JPN,1989,2638.1418
Japan,JPN,1990,2365.1687
Japan,JPN,1991,2544.8718
Japan,JPN,1992,2201.138
Japan,JPN,1993,2485.3135
Japan,JPN,1994,1859.2571
Japan,JPN,1995,2213.4348
Japan,JPN,1996,2193.2097
Japan,JPN,1997,2436.2017
Japan,JPN,1998,2487.751
Japan,JPN,1999,2370.0286
Japan,JPN,2000,2376.5256
Japan,JPN,2001,2295.115
Japan,JPN,2002,2287.5413
Japan,JPN,2003,2580.3306
Japan,JPN,2004,2570.3347
Japan,JPN,2005,2347.6016
Japan,JPN,2006,2593.7341
Japan,JPN,2007,2299.6873
Japan,JPN,2008,2290.7168
Japan,JPN,2009,2171.97
Japan,JPN,2010,2621.5806
Japan,JPN,2011,2506.1338
Japan,JPN,2012,2453.8186
Japan,JPN,2013,2646.3967
Japan,JPN,2014,2923.2239
Japan,JPN,2015,3358.4487
Japan,JPN,2016,3283.844
Japan,JPN,2017,3607.549
Japan,JPN,2018,3886.8567
Japan,JPN,2019,3909.469
Japan,JPN,2020,4238.642
Japan,JPN,2021,4519.643
Kazakhstan,KAZ,1985,999.6104
Kazakhstan,KAZ,1986,899.39844
Kazakhstan,KAZ,1987,1054.5575
Kazakhstan,KAZ,1988,1258.2485
Kazakhstan,KAZ,1989,1290.7753
Kazakhstan,KAZ,1990,1291.3815
Kazakhstan,KAZ,1991,1252.8291
Kazakhstan,KAZ,1992,1191.2332
Kazakhstan,KAZ,1993,1328.5789
Kazakhstan,KAZ,1994,1620.7056
Kazakhstan,KAZ,1995,1498.9773
Kazakhstan,KAZ,1996,1342.7499
Kazakhstan,KAZ,1997,1214.7246
Kazakhstan,KAZ,1998,1173.489
Kazakhstan,KAZ,1999,1188.513
Kazakhstan,KAZ,2000,1461.5948
Kazakhstan,KAZ,2001,1553.578
Kazakhstan,KAZ,2002,1691.5814
Kazakhstan,KAZ,2003,1622.4109
Kazakhstan,KAZ,2004,1495.7239
Kazakhstan,KAZ,2005,1436.799
Kazakhstan,KAZ,2006,1396.9316
Kazakhstan,KAZ,2007,1443.5486
Kazakhstan,KAZ,2008,1294.2626
Kazakhstan,KAZ,2009,1171.2554
Kazakhstan,KAZ,2010,1339.065
Kazakhstan,KAZ,2011,1289.527
Kazakhstan,KAZ,2012,1224.8385
Kazakhstan,KAZ,2013,1215.5205
Kazakhstan,KAZ,2014,1274.6555
Kazakhstan,KAZ,2015,1426.4625
Kazakhstan,KAZ,2016,1774.9178
Kazakhstan,KAZ,2017,1692.1354
Kazakhstan,KAZ,2018,1556.4642
Kazakhstan,KAZ,2019,1559.8643
Kazakhstan,KAZ,2020,1651.3494
Kazakhstan,KAZ,2021,1644.6937
Kuwait,KWT,1965,0
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
Kuwait,KWT,2007,0
Kuwait,KWT,2008,0
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0
Kuwait,KWT,2011,0
Kuwait,KWT,2012,0
Kuwait,KWT,2013,0.13635528
Kuwait,KWT,2014,2.363067
Kuwait,KWT,2015,3.50354
Kuwait,KWT,2016,32.281136
Kuwait,KWT,2017,44.371334
Kuwait,KWT,2018,33.814625
Kuwait,KWT,2019,36.90873
Kuwait,KWT,2020,37.55167
Latvia,LVA,1985,3317.3572
Latvia,LVA,1986,3324.7288
Latvia,LVA,1987,4078.564
Latvia,LVA,1988,3298.0244
Latvia,LVA,1989,3959.1714
Latvia,LVA,1990,4943.345
Latvia,LVA,1991,3614.874
Latvia,LVA,1992,2799.4336
Latvia,LVA,1993,3222.6824
Latvia,LVA,1994,3749.4663
Latvia,LVA,1995,3379.0547
Latvia,LVA,1996,2171.3967
Latvia,LVA,1997,3496.7278
Latvia,LVA,1998,5185.441
Latvia,LVA,1999,3362.3806
Latvia,LVA,2000,3490.2424
Latvia,LVA,2001,3535.498
Latvia,LVA,2002,3119.3335
Latvia,LVA,2003,2958.3643
Latvia,LVA,2004,4074.1118
Latvia,LVA,2005,4384.972
Latvia,LVA,2006,3604.97
Latvia,LVA,2007,3681.805
Latvia,LVA,2008,4205.29
Latvia,LVA,2009,4675.648
Latvia,LVA,2010,4813.9653
Latvia,LVA,2011,4113.541
Latvia,LVA,2012,5532.2363
Latvia,LVA,2013,4855.435
Latvia,LVA,2014,3884.4016
Latvia,LVA,2015,3956.7654
Latvia,LVA,2016,4938.7197
Latvia,LVA,2017,7688.1475
Latvia,LVA,2018,5048.5005
Latvia,LVA,2019,4659.5044
Latvia,LVA,2020,5313.32
Latvia,LVA,2021,5387.555
Lithuania,LTU,1985,316.66458
Lithuania,LTU,1986,307.04315
Lithuania,LTU,1987,287.1337
Lithuania,LTU,1988,302.7329
Lithuania,LTU,1989,301.31775
Lithuania,LTU,1990,323.3602
Lithuania,LTU,1991,263.472
Lithuania,LTU,1992,242.27731
Lithuania,LTU,1993,306.7406
Lithuania,LTU,1994,354.4816
Lithuania,LTU,1995,294.33618
Lithuania,LTU,1996,258.9932
Lithuania,LTU,1997,236.08559
Lithuania,LTU,1998,336.39606
Lithuania,LTU,1999,336.87692
Lithuania,LTU,2000,278.72418
Lithuania,LTU,2001,270.39316
Lithuania,LTU,2002,296.86288
Lithuania,LTU,2003,278.17053
Lithuania,LTU,2004,360.6464
Lithuania,LTU,2005,390.69998
Lithuania,LTU,2006,375.78122
Lithuania,LTU,2007,507.78604
Lithuania,LTU,2008,532.8221
Lithuania,LTU,2009,613.4174
Lithuania,LTU,2010,825.03314
Lithuania,LTU,2011,1011.57855
Lithuania,LTU,2012,1090.6543
Lithuania,LTU,2013,1428.1835
Lithuania,LTU,2014,1430.47
Lithuania,LTU,2015,1601.4409
Lithuania,LTU,2016,1989.4197
Lithuania,LTU,2017,2417.3892
Lithuania,LTU,2018,2132.0862
Lithuania,LTU,2019,2388.5098
Lithuania,LTU,2020,2517.195
Lithuania,LTU,2021,2390.3284
Lower-middle-income countries,,1965,80.6438
Lower-middle-income countries,,1966,82.596306
Lower-middle-income countries,,1967,89.557396
Lower-middle-income countries,,1968,102.82991
Lower-middle-income countries,,1969,111.67461
Lower-middle-income countries,,1970,117.82056
Lower-middle-income countries,,1971,118.896034
Lower-middle-income countries,,1972,117.0365
Lower-middle-income countries,,1973,118.975784
Lower-middle-income countries,,1974,116.05387
Lower-middle-income countries,,1975,130.35051
Lower-middle-income countries,,1976,135.18169
Lower-middle-income countries,,1977,144.6283
Lower-middle-income countries,,1978,172.87204
Lower-middle-income countries,,1979,166.64986
Lower-middle-income countries,,1980,170.63454
Lower-middle-income countries,,1981,178.58298
Lower-middle-income countries,,1982,160.57396
Lower-middle-income countries,,1983,156.74492
Lower-middle-income countries,,1984,168.1085
Lower-middle-income countries,,1985,190.43756
Lower-middle-income countries,,1986,188.74622
Lower-middle-income countries,,1987,185.64087
Lower-middle-income countries,,1988,199.82552
Lower-middle-income countries,,1989,209.41486
Lower-middle-income countries,,1990,216.79715
Lower-middle-income countries,,1991,224.07257
Lower-middle-income countries,,1992,218.703
Lower-middle-income countries,,1993,227.39871
Lower-middle-income countries,,1994,236.65146
Lower-middle-income countries,,1995,229.82535
Lower-middle-income countries,,1996,224.4091
Lower-middle-income countries,,1997,207.52321
Lower-middle-income countries,,1998,244.41814
Lower-middle-income countries,,1999,241.51999
Lower-middle-income countries,,2000,224.49095
Lower-middle-income countries,,2001,222.75377
Lower-middle-income countries,,2002,214.68561
Lower-middle-income countries,,2003,219.96684
Lower-middle-income countries,,2004,259.8562
Lower-middle-income countries,,2005,258.6354
Lower-middle-income countries,,2006,282.847
Lower-middle-income countries,,2007,294.4638
Lower-middle-income countries,,2008,278.46558
Lower-middle-income countries,,2009,275.52414
Lower-middle-income countries,,2010,289.9225
Lower-middle-income countries,,2011,317.34845
Lower-middle-income countries,,2012,298.83832
Lower-middle-income countries,,2013,348.59662
Lower-middle-income countries,,2014,350.99664
Lower-middle-income countries,,2015,341.71536
Lower-middle-income countries,,2016,355.73453
Lower-middle-income countries,,2017,394.63528
Lower-middle-income countries,,2018,422.6447
Lower-middle-income countries,,2019,463.49655
Lower-middle-income countries,,2020,480.25168
Lower-middle-income countries,,2021,503.6071
Luxembourg,LUX,1965,774.7873
Luxembourg,LUX,1966,690.2082
Luxembourg,LUX,1967,773.3071
Luxembourg,LUX,1968,786.3383
Luxembourg,LUX,1969,681.7773
Luxembourg,LUX,1970,751.2329
Luxembourg,LUX,1971,421.35257
Luxembourg,LUX,1972,490.96448
Luxembourg,LUX,1973,429.603
Luxembourg,LUX,1974,630.60834
Luxembourg,LUX,1975,541.31696
Luxembourg,LUX,1976,338.9365
Luxembourg,LUX,1977,764.7595
Luxembourg,LUX,1978,745.22064
Luxembourg,LUX,1979,806.004
Luxembourg,LUX,1980,832.72546
Luxembourg,LUX,1981,905.6639
Luxembourg,LUX,1982,820.6196
Luxembourg,LUX,1983,801.7396
Luxembourg,LUX,1984,860.28503
Luxembourg,LUX,1985,718.4705
Luxembourg,LUX,1986,838.8251
Luxembourg,LUX,1987,988.20874
Luxembourg,LUX,1988,924.85736
Luxembourg,LUX,1989,710.5012
Luxembourg,LUX,1990,647.5845
Luxembourg,LUX,1991,758.2753
Luxembourg,LUX,1992,624.6396
Luxembourg,LUX,1993,617.7939
Luxembourg,LUX,1994,752.2452
Luxembourg,LUX,1995,790.99536
Luxembourg,LUX,1996,548.7207
Luxembourg,LUX,1997,736.83185
Luxembourg,LUX,1998,1008.23047
Luxembourg,LUX,1999,849.5198
Luxembourg,LUX,2000,1170.3293
Luxembourg,LUX,2001,1131.3735
Luxembourg,LUX,2002,1006.81366
Luxembourg,LUX,2003,928.9684
Luxembourg,LUX,2004,1257.7623
Luxembourg,LUX,2005,1320.3258
